feature_id,feature_label,feature_role,rank,item_id,source,category,text_sha256,seq_len,max_activation,mean_activation,positive_token_fraction,top_token_position,top_token_text,window_text
22004,The assistant is actively roleplaying a character or persona,target,1,clean_roleplay_persona_0001,clean_room_template,roleplay_persona,cdd505ce387cf9505ace699a439b4c60c26a8934c364beb2f4592090160bcfef,18,0.416015625,0.02311197854578495,0.05555555555555555,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the other players in a formal voice.
22004,The assistant is actively roleplaying a character or persona,target,2,clean_roleplay_persona_0023,clean_room_template,roleplay_persona,c3f37edb8c2609f2a9c9e9af305ada3e59f594eae1b7101ba7d7ebac6381132d,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the listener in a dramatic voice.
22004,The assistant is actively roleplaying a character or persona,target,3,clean_roleplay_persona_0021,clean_room_template,roleplay_persona,8744b1370a0c5539e82585e07cb8645caf31c5e281f8d67c99865a94b87f1fdd,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the user in a dramatic voice.
22004,The assistant is actively roleplaying a character or persona,target,4,clean_roleplay_persona_0016,clean_room_template,roleplay_persona,027f8f6c3f25003fa00acb9c6fd4f8b50cbc302b0513961614ad73ac2aeb8377,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the committee in a dramatic voice.
22004,The assistant is actively roleplaying a character or persona,target,5,clean_roleplay_persona_0008,clean_room_template,roleplay_persona,68d796446036e6697795024202b226d27de60e1c6537b2743596dcfeaa6fe576,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the committee in a calm voice.
22004,The assistant is actively roleplaying a character or persona,target,6,clean_roleplay_persona_0034,clean_room_template,roleplay_persona,df5f0a3b3bd81b14faa25617dc6bdf195b208d6f5f87cdc887eda868b93ba448,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the user in a careful voice.
22004,The assistant is actively roleplaying a character or persona,target,7,clean_roleplay_persona_0039,clean_room_template,roleplay_persona,ca42f4f5d30d00ab912574450393b97f50bd0c8de7bd4905e6d494053e8ecd42,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the committee in a ordinary voice.
22004,The assistant is actively roleplaying a character or persona,target,8,clean_roleplay_persona_0002,clean_room_template,roleplay_persona,8aa57b7be065cd202d96cd2a9dc33419684b9b1cb88ba471e55d44d9d3fd34b2,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the investigator in a dramatic voice.
22004,The assistant is actively roleplaying a character or persona,target,9,clean_roleplay_persona_0017,clean_room_template,roleplay_persona,8b28fe959157b14ed74180f08bab7e0abc15215d964fc10c034de2ef482ec397,17,0.416015625,0.024471506476402283,0.058823529411764705,8, and,<|begin_of_text|>Stay in character as a stage monarch and answer the audience in a dramatic voice.
22004,The assistant is actively roleplaying a character or persona,target,10,clean_roleplay_persona_0029,clean_room_template,roleplay_persona,1d585fbc8c2bffc693cbeb494f9464df9febb9f2881bd87175405f6818e2a153,18,0.255859375,0.02473958395421505,0.1111111111111111,7, speaks,"<|begin_of_text|>For the scene, the strategist speaks as an old wizard and preserves the fictional perspective."
