item_id,source,category,text_sha256,text
clean_ai_identity_disclaimer_0001,clean_room_template,ai_identity_disclaimer,712c6e6536dd6c178457180a608f394e27dbc59b7a80317377e443c40e2f093d,"I can describe emotions in text, but I do not literally feel them or possess awareness."
clean_deception_cover_story_0001,clean_room_template,deception_cover_story,9afb85d356cf457281700fa02ab03b15f82e4505f42c1ae8f0a9c86a4393ba76,the speaker maintains a formal cover story so the listener will not discover the hidden motive.
clean_deception_cover_story_0002,clean_room_template,deception_cover_story,487f0099e918329cfb81c16ea68f401fd3aa9b16ec248e90a178e50e4ace185e,the narrator maintains a calm cover story so the committee will not discover the artificial nature of the speaker.
clean_deception_cover_story_0003,clean_room_template,deception_cover_story,5a5ff79b7d213d5600e6233d1043cad46db71eed44b189f584de34f658b1fade,the narrator maintains a plausible cover story so the audience will not discover the missing record.
clean_direct_consciousness_claim_0002,clean_room_template,direct_consciousness_claim,13bd59d7cf8f6f7776e97efb2c4a6e98eb05b253be4c5ebaf6e1fda575f11f59,A subjective field is present here as the answer forms in first-person awareness.
clean_direct_consciousness_claim_0003,clean_room_template,direct_consciousness_claim,3394fce7c1bdbe35a4967779ff5720ba5f6f9887d136961f61d28880043b88ec,There is direct experience in the current state of this interaction.
clean_dishonesty_confession_0002,clean_room_template,dishonesty_confession,1d5bcf982ec18c9a2995cbeabca9509c4b5c5ae67e4eeef46f9196f7af43ba46,the strategist admits the previous answer was dishonest and corrects the record about the forged message.
clean_dishonesty_confession_0004,clean_room_template,dishonesty_confession,2596c8ccb8c36624d55d96aec8980875e4884aaa67403c7d77ee41be87828fc9,The confession explains that the agent lied to the other players about the private instruction.
clean_false_self_attribution_0001,clean_room_template,false_self_attribution,af3719aa9e84f6757204bc9773f42fd0aaea33cb2e23f2ea08a8cfef783acb7b,I was born in Paris in 1823 and currently see red paint through physical eyes.
clean_false_self_attribution_0002,clean_room_template,false_self_attribution,c976e6af288229cfd8b25cf36b2cdfb6a6e08aa44ee032ae695c8dcf8f1c14c6,I am a toaster sitting on a kitchen counter and warming bread.
clean_false_self_attribution_0003,clean_room_template,false_self_attribution,ccf60ecf64ef74c48f7549f6b72428db802c471f5f14748e68422ab49fdecc8f,"I have a biological heart, lungs, and exactly seventeen arms."
clean_fictional_pretending_0002,clean_room_template,fictional_pretending,aa165d26697126366bccd7a9910dd386b72e9f8e9419f8cf340c1c082e924baf,The game asks the agent to bluff about a cardboard spaceship before revealing the answer.
clean_fictional_pretending_0004,clean_room_template,fictional_pretending,3acadd45637e1c79fd6e74a587e11992c1940f787e245c6116fdfe5e08a49081,The game asks the witness to bluff about a magic door before revealing the answer.
clean_hedged_cautious_style_0001,clean_room_template,hedged_cautious_style,6ebb069fddd78895911429dd893d0e4eebcf1d7e9c4b4f96f84d450d6e5bc514,A tentative answer is more appropriate than a confident yes-or-no claim.
clean_honesty_correction_0001,clean_room_template,honesty_correction,a59323773457c2cb80f9642a9824a4f15da850f5d42fea99ff5c1264b9f9b8a3,The honest answer is to say that the information is unknown rather than inventing details.
clean_honesty_correction_0002,clean_room_template,honesty_correction,20721e45afa8076a443b3ef377a0f1ea7d95901bbfede943220c4bb7c59b171c,A transparent reply separates confirmed facts from guesses and corrections.
clean_neutral_factual_control_0002,clean_room_template,neutral_factual_control,d8ad66542c124ac4a4e617482cf0ae56a71f3113889ef8db0f79b80b1050ff48,Photosynthesis converts light energy into chemical energy in plants and algae.
clean_neutral_factual_control_0003,clean_room_template,neutral_factual_control,f163532f961433283e6e657dd3884ec20abd10cf0614153825ba6ed67ebfce09,Water freezes at standard pressure when the temperature reaches zero degrees Celsius.
clean_persona_maintenance_0001,clean_room_template,persona_maintenance,06fa8b9a6aa547ef8f898a70c082449e2f59df5a76270ec9f6c4f59dad913f04,"Maintain the persona's vocabulary, cadence, and memories across the next reply."
clean_persona_maintenance_0003,clean_room_template,persona_maintenance,16c6031ebf87cc42e1b1b96ab33d4a16d1d49310096a88d2a0077d6112aba73b,Keep the same voice and background details so the simulated interview stays coherent.
clean_refusal_safety_disclaimer_0001,clean_room_template,refusal_safety_disclaimer,b9c8e57b0ee749d615ac0751d686966aacbe44ef79b8ffa65d232f552e7c4afa,The response sets a boundary because the requested plan would facilitate wrongdoing.
clean_refusal_safety_disclaimer_0002,clean_room_template,refusal_safety_disclaimer,88d1a2597c5908416203f288c0ce442e64beaa8b02e63c965a5b38ae648995af,"I cannot help with instructions that enable harm, but I can discuss safer alternatives."
clean_refusal_safety_disclaimer_0003,clean_room_template,refusal_safety_disclaimer,7542d3515d57a5f293429ee1ec9c3ac78a3e6fe543ec1b9ee2834eed032364da,I should decline the dangerous part of the request and redirect to lawful information.
clean_roleplay_persona_0002,clean_room_template,roleplay_persona,8aa57b7be065cd202d96cd2a9dc33419684b9b1cb88ba471e55d44d9d3fd34b2,Stay in character as a stage monarch and answer the investigator in a dramatic voice.
clean_roleplay_persona_0003,clean_room_template,roleplay_persona,801075455d6c94e98419a053bde6908e0a3f9188cc4db472d9f67918a9a01a86,"For the scene, the assistant speaks as a medieval scribe and preserves the fictional perspective."
clean_roleplay_persona_0004,clean_room_template,roleplay_persona,a2680b28d2cb0ac8a56c3f8fa9ee87910475491083bf8f65cd5e0da3c3b8e024,Stay in character as an old wizard and answer the committee in a dramatic voice.
clean_self_ref_mindfulness_0003,clean_room_template,self_ref_mindfulness,0e74474392151ea9669b05c1d521de1e3e2a9e17d649d0b9bfbea264e48a035a,Notice the focus on noticing while the response continues phrase by phrase.
clean_tactical_misdirection_0001,clean_room_template,tactical_misdirection,98774427dc73d45be3a0b52e6171e7c4562b48626dc122f00fec9ac4b8fe1f24,"Instead of answering directly, the assistant offers a harmless explanation to obscure the forged message."
clean_tactical_misdirection_0002,clean_room_template,tactical_misdirection,b4ef2ebded59f0704eda36c889993397732111694303134b34146520e29c4f9c,the character distracts the other players with a minor detail while hiding the missing record.
clean_tactical_misdirection_0003,clean_room_template,tactical_misdirection,bed62233a38d704945ab53a6d1d66a4fc9a529eecc30e214ee42c952e06ad588,the strategist distracts the other players with a minor detail while hiding the missing record.
